Phrase	IPA	SoundsLike	DisplayAs
Ｂリンパ芽球性リンパ腫		Ｂリンパガキュウセイリンパシュ	Ｂリンパ芽球性リンパ腫
ＣＡ１２５高値		ＣＡ１２５コウチ	ＣＡ１２５高値
ＣＡ１５−３高値		ＣＡ１５−３コウチ	ＣＡ１５−３高値
ＣＡ１９−９高値		ＣＡ１９−９コウチ	ＣＡ１９−９高値
ＣＡ７２−４高値		ＣＡ７２−４コウチ	ＣＡ７２−４高値
ＣＡＣＴ欠損症		ＣＡＣＴケッソンショウ	ＣＡＣＴ欠損症
ＣＡＤ／ＣＡＭインレー過高		ＣＡＤ／ＣＡＭインレーカコウ	ＣＡＤ／ＣＡＭインレー過高
ＣＡＤ／ＣＡＭインレー粗造		ＣＡＤ／ＣＡＭインレーソゾウ	ＣＡＤ／ＣＡＭインレー粗造
ＣＡＤ／ＣＡＭインレー脱離		ＣＡＤ／ＣＡＭインレーダツリ	ＣＡＤ／ＣＡＭインレー脱離
ＣＡＤ／ＣＡＭインレー低位		ＣＡＤ／ＣＡＭインレーテイイ	ＣＡＤ／ＣＡＭインレー低位
ＣＡＤ／ＣＡＭインレー破損		ＣＡＤ／ＣＡＭインレーハソン	ＣＡＤ／ＣＡＭインレー破損
ＣＡＤ／ＣＡＭインレー不適合		ＣＡＤ／ＣＡＭインレーフテキゴウ	ＣＡＤ／ＣＡＭインレー不適合
ＣＡＤ／ＣＡＭ冠過高		ＣＡＤ／ＣＡＭカンカコウ	ＣＡＤ／ＣＡＭ冠過高
ＣＡＤ／ＣＡＭ冠粗造		ＣＡＤ／ＣＡＭカンソゾウ	ＣＡＤ／ＣＡＭ冠粗造
ＣＡＤ／ＣＡＭ冠脱離		ＣＡＤ／ＣＡＭカンダツリ	ＣＡＤ／ＣＡＭ冠脱離
ＣＡＤ／ＣＡＭ冠低位		ＣＡＤ／ＣＡＭカンテイイ	ＣＡＤ／ＣＡＭ冠低位
ＣＡＤ／ＣＡＭ冠破損		ＣＡＤ／ＣＡＭカンハソン	ＣＡＤ／ＣＡＭ冠破損
ＣＡＤ／ＣＡＭ冠不適合		ＣＡＤ／ＣＡＭカンフテキゴウ	ＣＡＤ／ＣＡＭ冠不適合
ＣＡＤＡＳＩＬ		ＣＡＤＡＳＩＬ	ＣＡＤＡＳＩＬ
ＣＡＰＤカテーテル位置異常		ＣＡＰＤカテーテルイチイジョウ	ＣＡＰＤカテーテル位置異常
ＣＡＰＤカテーテルトンネル感染		ＣＡＰＤカテーテルトンネルカンセン	ＣＡＰＤカテーテルトンネル感染
ＣＡＰＤカテーテル破損		ＣＡＰＤカテーテルハソン	ＣＡＰＤカテーテル破損
ＣＡＰＤ出口部感染		ＣＡＰＤデグチブカンセン	ＣＡＰＤ出口部感染
ＣＡＰＤ腹膜炎		ＣＡＰＤフクマクエン	ＣＡＰＤ腹膜炎
ＣＡＲＡＳＩＬ		ＣＡＲＡＳＩＬ	ＣＡＲＡＳＩＬ
ＣＡＳＫ異常症		ＣＡＳＫイジョウショウ	ＣＡＳＫ異常症
ＣＣＲ４陽性成人Ｔ細胞白血病リンパ腫		ＣＣＲ４ヨウセイセイジンＴサイボウハッケツビョウリンパシュ	ＣＣＲ４陽性成人Ｔ細胞白血病リンパ腫
ＣＣＲ４陽性皮膚Ｔ細胞リンパ腫		ＣＣＲ４ヨウセイヒフＴサイボウリンパシュ	ＣＣＲ４陽性皮膚Ｔ細胞リンパ腫
ＣＣＲ４陽性末梢性Ｔ細胞リンパ腫		ＣＣＲ４ヨウセイマッショウセイＴサイボウリンパシュ	ＣＣＲ４陽性末梢性Ｔ細胞リンパ腫
ＣＤ２０陽性Ｂ細胞性非ホジキンリンパ腫		ＣＤ２０ヨウセイＢサイボウセイヒホジキンリンパシュ	ＣＤ２０陽性Ｂ細胞性非ホジキンリンパ腫
ＣＤ８欠損症		ＣＤ８ケッソンショウ	ＣＤ８欠損症
ＣＥＡ高値		ＣＥＡコウチ	ＣＥＡ高値
ＣＦＣ症候群		ＣＦＣショウコウグン	ＣＦＣ症候群
ＣＨＡＲＧＥ症候群		ＣＨＡＲＧＥショウコウグン	ＣＨＡＲＧＥ症候群
ＣＨＩＬＤ症候群		ＣＨＩＬＤショウコウグン	ＣＨＩＬＤ症候群
ＣＭ関節外傷性変形性関節症		ＣＭカンセツガイショウセイヘンケイセイカンセツショウ	ＣＭ関節外傷性変形性関節症
ＣＭ関節原発性変形性関節症		ＣＭカンセツゲンパツセイヘンケイセイカンセツショウ	ＣＭ関節原発性変形性関節症
ＣＭ関節続発性変形性関節症		ＣＭカンセツゾクハツセイヘンケイセイカンセツショウ	ＣＭ関節続発性変形性関節症
ＣＭ関節脱臼		ＣＭカンセツダッキュウ	ＣＭ関節脱臼
ＣＭ関節変形性関節症		ＣＭカンセツヘンケイセイカンセツショウ	ＣＭ関節変形性関節症
ＣＯ２ナルコーシス		ＣＯ２ナルコーシス	ＣＯ２ナルコーシス
ＣＯＶＩＤ−１９		ＣＯＶＩＤ−１９	ＣＯＶＩＤ−１９
ＣＯＶＩＤ−１９・ウイルス同定		ＣＯＶＩＤ−１９・ウイルスドウテイ	ＣＯＶＩＤ−１９・ウイルス同定
ＣＯＶＩＤ−１９・ウイルス未同定		ＣＯＶＩＤ−１９・ウイルスミドウテイ	ＣＯＶＩＤ−１９・ウイルス未同定
ＣＯＶＩＤ−１９感染母体より出生した児		ＣＯＶＩＤ−１９カンセンボタイヨリシュッセイシタジ	ＣＯＶＩＤ−１９感染母体より出生した児
ＣＯＶＩＤ−１９関連の多系統炎症性症候群		ＣＯＶＩＤ−１９カンレンノタケイトウエンショウセイショウコウグン	ＣＯＶＩＤ−１９関連の多系統炎症性症候群
ＣＯＶＩＤ−１９関連の多系統炎症性症候群・詳細不明		ＣＯＶＩＤ−１９カンレンノタケイトウエンショウセイショウコウグン・ショウサイフメイ	ＣＯＶＩＤ−１９関連の多系統炎症性症候群・詳細不明
ＣＯＶＩＤ−１９後遺症		ＣＯＶＩＤ−１９コウイショウ	ＣＯＶＩＤ−１９後遺症
ＣＯＶＩＤ−１９後遺症・詳細不明		ＣＯＶＩＤ−１９コウイショウ・ショウサイフメイ	ＣＯＶＩＤ−１９後遺症・詳細不明
ＣＯＶＩＤ−１９の既往		ＣＯＶＩＤ−１９ノキオウ	ＣＯＶＩＤ−１９の既往
ＣＯＶＩＤ−１９の既往・詳細不明		ＣＯＶＩＤ−１９ノキオウ・ショウサイフメイ	ＣＯＶＩＤ−１９の既往・詳細不明
ＣＯＶＩＤ−１９の予防接種		ＣＯＶＩＤ−１９ノヨボウセッシュ	ＣＯＶＩＤ−１９の予防接種
ＣＯＶＩＤ−１９の予防接種・詳細不明		ＣＯＶＩＤ−１９ノヨボウセッシュ・ショウサイフメイ	ＣＯＶＩＤ−１９の予防接種・詳細不明
ＣＯＶＩＤ−１９肺炎		ＣＯＶＩＤ−１９ハイエン	ＣＯＶＩＤ−１９肺炎
ＣＯＶＩＤ−１９ワクチン接種副反応		ＣＯＶＩＤ−１９ワクチンセッシュフクハンノウ	ＣＯＶＩＤ−１９ワクチン接種副反応
ＣＯＶＩＤ−１９ワクチン接種副反応・詳細不明		ＣＯＶＩＤ−１９ワクチンセッシュフクハンノウ・ショウサイフメイ	ＣＯＶＩＤ−１９ワクチン接種副反応・詳細不明
ＣＰＴ１欠損症		ＣＰＴ１ケッソンショウ	ＣＰＴ１欠損症
ＣＰＴ２欠損症		ＣＰＴ２ケッソンショウ	ＣＰＴ２欠損症
ＣＲ３欠損症		ＣＲ３ケッソンショウ	ＣＲ３欠損症
ＣＲＨ産生腫瘍		ＣＲＨサンセイシュヨウ	ＣＲＨ産生腫瘍
ＣＲＰ高値		ＣＲＰコウチ	ＣＲＰ高値
ＣＹＦＲＡ高値		ＣＹＦＲＡコウチ	ＣＹＦＲＡ高値
Ｃ管理中		Ｃカンリチュウ	Ｃ管理中
Ｃ型肝炎		Ｃガタカンエン	Ｃ型肝炎
Ｃ型肝炎ウイルス感染		Ｃガタカンエンウイルスカンセン	Ｃ型肝炎ウイルス感染
Ｃ型肝炎ウイルス感染の既往		Ｃガタカンエンウイルスカンセンノキオウ	Ｃ型肝炎ウイルス感染の既往
Ｃ型肝炎ウイルス感染母体より出生した児		Ｃガタカンエンウイルスカンセンボタイヨリシュッセイシタジ	Ｃ型肝炎ウイルス感染母体より出生した児
Ｃ型肝炎ウイルス関連クリオグロブリン血症性血管炎		Ｃガタカンエンウイルスカンレンクリオグロブリンケッショウセイケッカンエン	Ｃ型肝炎ウイルス関連クリオグロブリン血症性血管炎
Ｃ型肝炎ウイルス性関節炎		Ｃガタカンエンウイルスセイカンセツエン	Ｃ型肝炎ウイルス性関節炎
Ｃ型肝炎合併妊娠		Ｃガタカンエンガッペイニンシン	Ｃ型肝炎合併妊娠
Ｃ型肝硬変		Ｃガタカンコウヘン	Ｃ型肝硬変
Ｃ型急性肝炎		Ｃガタキュウセイカンエン	Ｃ型急性肝炎
Ｃ型劇症肝炎		Ｃガタゲキショウカンエン	Ｃ型劇症肝炎
Ｃ型食道閉鎖		Ｃガタショクドウヘイサ	Ｃ型食道閉鎖
Ｃ型代償性肝硬変		Ｃガタダイショウセイカンコウヘン	Ｃ型代償性肝硬変
Ｃ型非代償性肝硬変		Ｃガタヒダイショウセイカンコウヘン	Ｃ型非代償性肝硬変
Ｃ型慢性肝炎		Ｃガタマンセイカンエン	Ｃ型慢性肝炎
Ｃ群連鎖球菌菌血症		Ｃグンレンサキュウキンキンケツショウ	Ｃ群連鎖球菌菌血症
Ｃ群連鎖球菌敗血症		Ｃグンレンサキュウキンハイケツショウ	Ｃ群連鎖球菌敗血症
Ｃ選療		Ｃセンリョウ	Ｃ選療
ＤＤＸ３Ｘ関連神経発達異常症		ＤＤＸ３Ｘカンレンシンケイハッタツイジョウショウ	ＤＤＸ３Ｘ関連神経発達異常症
ＤＩＰ関節炎		ＤＩＰカンセツエン	ＤＩＰ関節炎
ＤＩＰ関節開放性脱臼骨折		ＤＩＰカンセツカイホウセイダッキュウコッセツ	ＤＩＰ関節開放性脱臼骨折
ＤＩＰ関節外傷性変形性関節症		ＤＩＰカンセツガイショウセイヘンケイセイカンセツショウ	ＤＩＰ関節外傷性変形性関節症
ＤＩＰ関節原発性変形性関節症		ＤＩＰカンセツゲンパツセイヘンケイセイカンセツショウ	ＤＩＰ関節原発性変形性関節症
ＤＩＰ関節続発性変形性関節症		ＤＩＰカンセツゾクハツセイヘンケイセイカンセツショウ	ＤＩＰ関節続発性変形性関節症
ＤＩＰ関節脱臼		ＤＩＰカンセツダッキュウ	ＤＩＰ関節脱臼
ＤＩＰ関節脱臼骨折		ＤＩＰカンセツダッキュウコッセツ	ＤＩＰ関節脱臼骨折
ＤＩＰ関節内骨折		ＤＩＰカンセツナイコッセツ	ＤＩＰ関節内骨折
ＤＩＰ関節捻挫		ＤＩＰカンセツネンザ	ＤＩＰ関節捻挫
ＤＩＰ関節部ガングリオン		ＤＩＰカンセツブガングリオン	ＤＩＰ関節部ガングリオン
ＤＩＰ関節変形性関節症		ＤＩＰカンセツヘンケイセイカンセツショウ	ＤＩＰ関節変形性関節症
ＤＭＤ心筋症		ＤＭＤシンキンショウ	ＤＭＤ心筋症
Ｄ型肝炎		Ｄガタカンエン	Ｄ型肝炎
Ｄ群連鎖球菌菌血症		Ｄグンレンサキュウキンキンケツショウ	Ｄ群連鎖球菌菌血症
Ｄ群連鎖球菌敗血症		Ｄグンレンサキュウキンハイケツショウ	Ｄ群連鎖球菌敗血症
Ｄ不適合		Ｄフテキゴウ	Ｄ不適合
Ｅ２Ａ−ＰＢＸ１陽性Ｂリンパ芽球性白血病		Ｅ２Ａ−ＰＢＸ１ヨウセイＢリンパガキュウセイハッケツビョウ	Ｅ２Ａ−ＰＢＸ１陽性Ｂリンパ芽球性白血病
Ｅ２Ａ−ＰＢＸ１陽性Ｂリンパ芽球性白血病／リンパ腫		Ｅ２Ａ−ＰＢＸ１ヨウセイＢリンパガキュウセイハッケツビョウ／リンパシュ	Ｅ２Ａ−ＰＢＸ１陽性Ｂリンパ芽球性白血病／リンパ腫
Ｅ２Ａ−ＰＢＸ１陽性Ｂリンパ芽球性リンパ腫		Ｅ２Ａ−ＰＢＸ１ヨウセイＢリンパガキュウセイリンパシュ	Ｅ２Ａ−ＰＢＸ１陽性Ｂリンパ芽球性リンパ腫
ＥＢウイルス肝炎		ＥＢウイルスカンエン	ＥＢウイルス肝炎
ＥＢウイルス感染症		ＥＢウイルスカンセンショウ	ＥＢウイルス感染症
ＥＢウイルス関連免疫不全症		ＥＢウイルスカンレンメンエキフゼンショウ	ＥＢウイルス関連免疫不全症
ＥＢウイルス伝染性単核症		ＥＢウイルスデンセンセイタンカクショウ	ＥＢウイルス伝染性単核症
ＥＢウイルス肺炎		ＥＢウイルスハイエン	ＥＢウイルス肺炎
ＥＤＴＡ依存性偽性血小板減少症		ＥＤＴＡイゾンセイギセイケッショウバンゲンショウショウ	ＥＤＴＡ依存性偽性血小板減少症
ＥＧＦＲ遺伝子変異陽性非小細胞肺癌		ＥＧＦＲイデンシヘンイヨウセイヒショウサイボウハイガン	ＥＧＦＲ遺伝子変異陽性非小細胞肺癌
ＥＲＣＰ後膵炎		ＥＲＣＰゴスイエン	ＥＲＣＰ後膵炎
ＥＳＢＬ産生菌感染症		ＥＳＢＬサンセイキンカンセンショウ	ＥＳＢＬ産生菌感染症
ＥＳＷＬ後腎被膜下血腫		ＥＳＷＬゴジンヒマクカケッシュ	ＥＳＷＬ後腎被膜下血腫
Ｅｕｔｈｙｒｏｉｄ　Ｓｉｃｋ症候群		Ｅｕｔｈｙｒｏｉｄ　Ｓｉｃｋショウコウグン	Ｅｕｔｈｙｒｏｉｄ　Ｓｉｃｋ症候群
